client,server,timestamp,bitrate
ba,ce,1717718915,3000
ba,ce,1717718916,66910
ba,ce,1717718916,294878
ba,ce,1717718916,351151
ba,ce,1717718916,329464
ba,ce,1717718916,388265
ba,ce,1717718917,311562
ba,ce,1717718917,339970
ba,ce,1717718917,302903
ba,ce,1717718917,303870
ba,ce,1717718917,382867
ba,ce,1717718917,450586
ba,ce,1717718918,405844
ba,ce,1717718918,339521
ba,ce,1717718918,360070
ba,ce,1717719215,3000
ba,ce,1717719216,66875
ba,ce,1717719216,240424
ba,ce,1717719216,287191
ba,ce,1717719216,394015
ba,ce,1717719216,352855
ba,ce,1717719217,285525
ba,ce,1717719217,338609
ba,ce,1717719217,441286
ba,ce,1717719217,375762
ba,ce,1717719217,377898
ba,ce,1717719217,240990
ba,ce,1717719218,375471
ba,ce,1717719218,397550
ba,ce,1717719218,416753
ba,ce,1717719515,3000
ba,ce,1717719516,58140
ba,ce,1717719516,324044
ba,ce,1717719516,405322
ba,ce,1717719516,368065
ba,ce,1717719516,373310
ba,ce,1717719516,488483
ba,ce,1717719517,514135
ba,ce,1717719517,275210
ba,ce,1717719517,285081
ba,ce,1717719517,337788
ba,ce,1717719517,599327
ba,ce,1717719517,424961
ba,ce,1717719518,400382
ba,ce,1717719518,390276
ba,ce,1717719816,3000
ba,ce,1717719816,65794
ba,ce,1717719816,348423
ba,ce,1717719816,410577
ba,ce,1717719816,269893
ba,ce,1717719816,375009
ba,ce,1717719817,448793
ba,ce,1717719817,340095
ba,ce,1717719817,311629
ba,ce,1717719817,315112
ba,ce,1717719817,311076
ba,ce,1717719817,263208
ba,ce,1717719818,487955
ba,ce,1717719818,405808
ba,ce,1717719818,376188
ba,ce,1717720116,3000
ba,ce,1717720116,67275
ba,ce,1717720116,347488
ba,ce,1717720116,367614
ba,ce,1717720116,318032
ba,ce,1717720116,408794
ba,ce,1717720117,380245
ba,ce,1717720117,389913
ba,ce,1717720117,360298
ba,ce,1717720117,454978
ba,ce,1717720117,449012
ba,ce,1717720117,380507
ba,ce,1717720117,512852
ba,ce,1717720118,386554
ba,ce,1717720118,406810
ba,ce,1717720416,3000
ba,ce,1717720416,64781
ba,ce,1717720416,306178
ba,ce,1717720416,415393
ba,ce,1717720416,410323
ba,ce,1717720416,361296
ba,ce,1717720417,292117
ba,ce,1717720417,300734
ba,ce,1717720417,385381
ba,ce,1717720417,342632
ba,ce,1717720417,348531
ba,ce,1717720417,397255
ba,ce,1717720418,362251
ba,ce,1717720418,288835
ba,ce,1717720418,380757
ba,ce,1717720716,3000
ba,ce,1717720716,62046
ba,ce,1717720716,252712
ba,ce,1717720716,417317
ba,ce,1717720716,307651
ba,ce,1717720716,426424
ba,ce,1717720717,352960
ba,ce,1717720717,368406
ba,ce,1717720717,411601
ba,ce,1717720717,512058
ba,ce,1717720717,325828
ba,ce,1717720717,315839
ba,ce,1717720718,443756
ba,ce,1717720718,356320
ba,ce,1717720718,393636
ba,ce,1717721016,3000
ba,ce,1717721016,55701
ba,ce,1717721016,278271
ba,ce,1717721016,312948
ba,ce,1717721016,384160
ba,ce,1717721016,486116
ba,ce,1717721017,348793
ba,ce,1717721017,379024
ba,ce,1717721017,297198
ba,ce,1717721017,506833
ba,ce,1717721017,341164
ba,ce,1717721017,463184
ba,ce,1717721018,518355
ba,ce,1717721018,380325
ba,ce,1717721018,354088
ba,ce,1717721316,3000
ba,ce,1717721316,65549
ba,ce,1717721316,395598
ba,ce,1717721316,338088
ba,ce,1717721316,373687
ba,ce,1717721316,319986
ba,ce,1717721317,314032
ba,ce,1717721317,460803
ba,ce,1717721317,425898
ba,ce,1717721317,444046
ba,ce,1717721317,338139
ba,ce,1717721317,379775
ba,ce,1717721318,394924
ba,ce,1717721318,421970
ba,ce,1717721318,295566
ba,ce,1717721615,3000
ba,ce,1717721615,69443
ba,ce,1717721615,429528
ba,ce,1717721615,414567
ba,ce,1717721615,277228
ba,ce,1717721615,268255
ba,ce,1717721616,459465
ba,ce,1717721616,425318
ba,ce,1717721616,384680
ba,ce,1717721616,293850
ba,ce,1717721616,320146
ba,ce,1717721616,430630
ba,ce,1717721617,373147
ba,ce,1717721617,382536
ba,ce,1717721617,404735
ba,ce,1717721915,3000
ba,ce,1717721915,63430
ba,ce,1717721915,408082
ba,ce,1717721915,311571
ba,ce,1717721915,301865
ba,ce,1717721916,292220
ba,ce,1717721916,397445
ba,ce,1717721916,412038
ba,ce,1717721916,430101
ba,ce,1717721916,429658
ba,ce,1717721916,479104
ba,ce,1717721916,450943
ba,ce,1717721917,450278
ba,ce,1717721917,416989
ba,ce,1717721917,444132
ba,ce,1717722215,3000
ba,ce,1717722215,69626
ba,ce,1717722215,378709
ba,ce,1717722215,342581
ba,ce,1717722215,352156
ba,ce,1717722216,273418
ba,ce,1717722216,360444
ba,ce,1717722216,320999
ba,ce,1717722216,346569
ba,ce,1717722216,468895
ba,ce,1717722216,395611
ba,ce,1717722216,464363
ba,ce,1717722217,447355
ba,ce,1717722217,336801
ba,ce,1717722217,379857
ba,ce,1717722515,3000
ba,ce,1717722515,69840
ba,ce,1717722515,266000
ba,ce,1717722515,419800
ba,ce,1717722515,343244
ba,ce,1717722516,311187
ba,ce,1717722516,310780
ba,ce,1717722516,367489
ba,ce,1717722516,545959
ba,ce,1717722516,320244
ba,ce,1717722516,374670
ba,ce,1717722517,331583
ba,ce,1717722517,393205
ba,ce,1717722517,419243
ba,ce,1717722517,464757
ba,ce,1717722815,3000
ba,ce,1717722815,68317
ba,ce,1717722815,397671
ba,ce,1717722815,487379
ba,ce,1717722815,400010
ba,ce,1717722815,402341
ba,ce,1717722816,370821
ba,ce,1717722816,379107
ba,ce,1717722816,320101
ba,ce,1717722816,390390
ba,ce,1717722816,470220
ba,ce,1717722816,485613
ba,ce,1717722817,361452
ba,ce,1717722817,357228
ba,ce,1717722817,354623
ba,ce,1717723115,3000
ba,ce,1717723115,70100
ba,ce,1717723115,420576
ba,ce,1717723115,512956
ba,ce,1717723115,312517
ba,ce,1717723116,301445
ba,ce,1717723116,514562
ba,ce,1717723116,464569
ba,ce,1717723116,400291
ba,ce,1717723116,391114
ba,ce,1717723116,251475
ba,ce,1717723117,440748
ba,ce,1717723117,353812
ba,ce,1717723117,272459
ba,ce,1717723117,392777
ba,ce,1717723715,3000
ba,ce,1717723715,68440
ba,ce,1717723715,407371
ba,ce,1717723715,459101
ba,ce,1717723715,401609
ba,ce,1717723716,366665
ba,ce,1717723716,340212
ba,ce,1717723716,390898
ba,ce,1717723716,453041
ba,ce,1717723716,382664
ba,ce,1717723716,410145
ba,ce,1717723716,388949
ba,ce,1717723717,423959
ba,ce,1717723717,487159
ba,ce,1717723717,340856
ba,ce,1717724015,3000
ba,ce,1717724015,67506
ba,ce,1717724015,317199
ba,ce,1717724015,313928
ba,ce,1717724016,419253
ba,ce,1717724016,380995
ba,ce,1717724016,433095
ba,ce,1717724016,380106
ba,ce,1717724016,435370
ba,ce,1717724016,279876
ba,ce,1717724016,362750
ba,ce,1717724017,413921
ba,ce,1717724017,470399
ba,ce,1717724017,391377
ba,ce,1717724017,384745
ba,ce,1717724315,3000
ba,ce,1717724315,67994
ba,ce,1717724315,309901
ba,ce,1717724315,349070
ba,ce,1717724316,338174
ba,ce,1717724316,407353
ba,ce,1717724316,494382
ba,ce,1717724316,352950
ba,ce,1717724316,391474
ba,ce,1717724316,357250
ba,ce,1717724317,340012
ba,ce,1717724317,331224
ba,ce,1717724317,492115
ba,ce,1717724317,376656
ba,ce,1717724317,380377
ba,ce,1717724615,3000
ba,ce,1717724615,63702
ba,ce,1717724615,275472
ba,ce,1717724616,287294
ba,ce,1717724616,325897
ba,ce,1717724616,271041
ba,ce,1717724616,302692
ba,ce,1717724616,268168
ba,ce,1717724617,320363
ba,ce,1717724617,326340
ba,ce,1717724617,304794
ba,ce,1717724617,287230
ba,ce,1717724617,289115
ba,ce,1717724618,357449
ba,ce,1717724618,257444
ba,ce,1717724915,3000
ba,ce,1717724915,63837
ba,ce,1717724915,344564
ba,ce,1717724915,321303
ba,ce,1717724916,406595
ba,ce,1717724916,376765
ba,ce,1717724916,412630
ba,ce,1717724916,378782
ba,ce,1717724916,407880
ba,ce,1717724916,419068
ba,ce,1717724917,352190
ba,ce,1717724917,289838
ba,ce,1717724917,328360
ba,ce,1717724917,293081
ba,ce,1717724917,406678
ba,ce,1717725215,3000
ba,ce,1717725215,70609
ba,ce,1717725215,382315
ba,ce,1717725215,320671
ba,ce,1717725216,419783
ba,ce,1717725216,430845
ba,ce,1717725216,481542
ba,ce,1717725216,421959
ba,ce,1717725216,369822
ba,ce,1717725216,386011
ba,ce,1717725217,338310
ba,ce,1717725217,316593
ba,ce,1717725217,439722
ba,ce,1717725217,353415
ba,ce,1717725217,447117
ba,ce,1717725515,3000
ba,ce,1717725515,68214
ba,ce,1717725515,320975
ba,ce,1717725516,305170
ba,ce,1717725516,307320
ba,ce,1717725516,312969
ba,ce,1717725516,327462
ba,ce,1717725516,338159
ba,ce,1717725516,473314
ba,ce,1717725517,346818
ba,ce,1717725517,379126
ba,ce,1717725517,325347
ba,ce,1717725517,424501
ba,ce,1717725517,319574
ba,ce,1717725517,426282
ba,ce,1717725815,3000
ba,ce,1717725815,61850
ba,ce,1717725815,364003
ba,ce,1717725816,276509
ba,ce,1717725816,254270
ba,ce,1717725816,384018
ba,ce,1717725816,302513
ba,ce,1717725816,392707
ba,ce,1717725816,418550
ba,ce,1717725817,411165
ba,ce,1717725817,304911
ba,ce,1717725817,528905
ba,ce,1717725817,404943
ba,ce,1717725817,349978
ba,ce,1717725817,377996
ba,ce,1717726115,3000
ba,ce,1717726115,70121
ba,ce,1717726115,312458
ba,ce,1717726116,361659
ba,ce,1717726116,349288
ba,ce,1717726116,393857
ba,ce,1717726116,445979
ba,ce,1717726116,350435
ba,ce,1717726116,371326
ba,ce,1717726117,339698
ba,ce,1717726117,323290
ba,ce,1717726117,435827
ba,ce,1717726117,294426
ba,ce,1717726117,270918
ba,ce,1717726117,300525
ba,ce,1717726415,3000
ba,ce,1717726415,65649
ba,ce,1717726415,341824
ba,ce,1717726416,245637
ba,ce,1717726416,408353
ba,ce,1717726416,476637
ba,ce,1717726416,509083
ba,ce,1717726416,397895
ba,ce,1717726416,378690
ba,ce,1717726416,538385
ba,ce,1717726417,404978
ba,ce,1717726417,356963
ba,ce,1717726417,379574
ba,ce,1717726417,426428
ba,ce,1717726417,406980
ba,ce,1717726715,3000
ba,ce,1717726715,70552
ba,ce,1717726715,440613
ba,ce,1717726716,365503
ba,ce,1717726716,319195
ba,ce,1717726716,271675
ba,ce,1717726716,390472
ba,ce,1717726716,445317
ba,ce,1717726716,441124
ba,ce,1717726716,404939
ba,ce,1717726717,460290
ba,ce,1717726717,398172
ba,ce,1717726717,372028
ba,ce,1717726717,357203
ba,ce,1717726717,414414
ba,ce,1717727015,3000
ba,ce,1717727015,69548
ba,ce,1717727015,307027
ba,ce,1717727016,399824
ba,ce,1717727016,374487
ba,ce,1717727016,423047
ba,ce,1717727016,425522
ba,ce,1717727016,487182
ba,ce,1717727016,400660
ba,ce,1717727016,351601
ba,ce,1717727017,390301
ba,ce,1717727017,362061
ba,ce,1717727017,368187
ba,ce,1717727017,316443
ba,ce,1717727017,379667
ba,ce,1717727315,3000
ba,ce,1717727315,64368
ba,ce,1717727315,330741
ba,ce,1717727316,346861
ba,ce,1717727316,346325
ba,ce,1717727316,390766
ba,ce,1717727316,358900
ba,ce,1717727316,348638
ba,ce,1717727316,458897
ba,ce,1717727317,354552
ba,ce,1717727317,409056
ba,ce,1717727317,570045
ba,ce,1717727317,349867
ba,ce,1717727317,386640
ba,ce,1717727317,364676
ba,ce,1717727615,3000
ba,ce,1717727615,69625
ba,ce,1717727615,424493
ba,ce,1717727616,394385
ba,ce,1717727616,335900
ba,ce,1717727616,374807
ba,ce,1717727616,544236
ba,ce,1717727616,363178
ba,ce,1717727616,366349
ba,ce,1717727616,481183
ba,ce,1717727617,351731
ba,ce,1717727617,488123
ba,ce,1717727617,431417
ba,ce,1717727617,280557
ba,ce,1717727617,335298
ba,ce,1717727915,3000
ba,ce,1717727915,67029
ba,ce,1717727916,323353
ba,ce,1717727916,332683
ba,ce,1717727916,416368
ba,ce,1717727916,368588
ba,ce,1717727916,351107
ba,ce,1717727916,416441
ba,ce,1717727916,404211
ba,ce,1717727917,432655
ba,ce,1717727917,550855
ba,ce,1717727917,418953
ba,ce,1717727917,451602
ba,ce,1717727917,416344
ba,ce,1717727917,299018
ba,ce,1717728215,3000
ba,ce,1717728215,67383
ba,ce,1717728216,332942
ba,ce,1717728216,336635
ba,ce,1717728216,466714
ba,ce,1717728216,494687
ba,ce,1717728216,353917
ba,ce,1717728216,277553
ba,ce,1717728217,384331
ba,ce,1717728217,300053
ba,ce,1717728217,416293
ba,ce,1717728217,338213
ba,ce,1717728217,360838
ba,ce,1717728217,438880
ba,ce,1717728217,399878
ba,ce,1717728815,3000
ba,ce,1717728815,62895
ba,ce,1717728816,257611
ba,ce,1717728816,260119
ba,ce,1717728816,298031
ba,ce,1717728816,323785
ba,ce,1717728816,362618
ba,ce,1717728817,406399
ba,ce,1717728817,447105
ba,ce,1717728817,425547
ba,ce,1717728817,433045
ba,ce,1717728817,439639
ba,ce,1717728817,416136
ba,ce,1717728817,540037
ba,ce,1717728818,420861
ba,ce,1717729115,3000
ba,ce,1717729115,70287
ba,ce,1717729116,328560
ba,ce,1717729116,334938
ba,ce,1717729116,320602
ba,ce,1717729116,395967
ba,ce,1717729116,403779
ba,ce,1717729116,484001
ba,ce,1717729117,538503
ba,ce,1717729117,385382
ba,ce,1717729117,355188
